prompt_id,source_file,source_group,module_key,task_type,activity_type,prompt_text,expected_text,accepted_answers,difficulty,points,is_active,is_mastery_item,expected_phonemes,initial_phoneme,vowel_phonemes,final_phoneme,phoneme_pattern,skill_tag,error_focus,metadata,item_text_type,phoneme_count,syllable_estimate,has_cmudict_match,cmudict_missing_words,skill_group,target_position,target_phoneme,target_grapheme,word_family,rime_unit,onset_unit,enrichment_warnings,needs_manual_review,difficulty_score,difficulty_level,difficulty_factors,adaptive_bucket,recommended_for_error_type,remediation_priority,practice_role,mastery_candidate,review_candidate,min_required_attempts,cooldown_group,enrichment_status,word_count,sentence_length_bucket,fluency_metric_rule,target_read_time_seconds,min_fluent_time_seconds,max_fluent_time_seconds,target_wcpm,min_expected_wcpm,max_expected_wcpm,pace_feedback_rule,pace_mastery_required
M1-SL008,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Hat,H,H|h,easy,1.0,True,False,HH,HH,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL008"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":34,""display_text"":""Hat"",""expected_answer"":""H"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""hat"",""display_grapheme"":""Hh"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""huh"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""H"",""target_letter"":""H"",""target_word"":""hat"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""H"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,HH,H,,,H,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:H,ok,,,,,,,,,,,
M1-SL009,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Itch,I,I|i,easy,1.0,True,False,IH,,IH,,V,letter_sound,vowel_sound,"{""id"":""M1-SL009"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":35,""display_text"":""Itch"",""expected_answer"":""I"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""itch"",""display_grapheme"":""Ii"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""short i"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""I"",""target_letter"":""I"",""target_word"":""itch"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""I"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,IH,I,,,I,,False,0.18,easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'vowel_sound', 'source_difficulty': 0.25}",vowel_sound_easy,vowel_error,medium,practice,True,True,1,letter_sound:I,ok,,,,,,,,,,,
M1-SL010,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Jam,J,J|j,easy,1.0,True,False,JH,JH,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL010"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":36,""display_text"":""Jam"",""expected_answer"":""J"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""jam"",""display_grapheme"":""Jj"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""juh"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""J"",""target_letter"":""J"",""target_word"":""jam"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""J"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,JH,J,,,J,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:J,ok,,,,,,,,,,,
M1-SL011,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Kid,K,K|k,easy,1.0,True,False,K,K,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL011"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":37,""display_text"":""Kid"",""expected_answer"":""K"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""kid"",""display_grapheme"":""Kk"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""kuh"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""K"",""target_letter"":""K"",""target_word"":""kid"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""K"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,K,K,,,K,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:K,ok,,,,,,,,,,,
M1-SL012,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Lid,L,L|l,easy,1.0,True,False,L,L,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL012"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":38,""display_text"":""Lid"",""expected_answer"":""L"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""lid"",""display_grapheme"":""Ll"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""lll"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""L"",""target_letter"":""L"",""target_word"":""lid"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""L"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,L,L,,,L,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:L,ok,,,,,,,,,,,
M1-SL013,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Map,M,M|m,easy,1.0,True,False,M,M,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL013"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":39,""display_text"":""Map"",""expected_answer"":""M"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""map"",""display_grapheme"":""Mm"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""mmm"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""M"",""target_letter"":""M"",""target_word"":""map"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""M"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,M,M,,,M,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:M,ok,,,,,,,,,,,
M1-SL014,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Net,N,N|n,easy,1.0,True,False,N,N,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL014"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":40,""display_text"":""Net"",""expected_answer"":""N"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""net"",""display_grapheme"":""Nn"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""nnn"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""N"",""target_letter"":""N"",""target_word"":""net"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""N"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,N,N,,,N,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:N,ok,,,,,,,,,,,
M1-SL015,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Ox,O,O|o,easy,1.0,True,False,AA,,AA,,V,letter_sound,vowel_sound,"{""id"":""M1-SL015"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":41,""display_text"":""Ox"",""expected_answer"":""O"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""ox"",""display_grapheme"":""Oo"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""short o"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""O"",""target_letter"":""O"",""target_word"":""ox"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""O"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,AA,O,,,O,,False,0.18,easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'vowel_sound', 'source_difficulty': 0.25}",vowel_sound_easy,vowel_error,medium,practice,True,True,1,letter_sound:O,ok,,,,,,,,,,,
M1-SL016,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Pen,P,P|p,easy,1.0,False,False,P,P,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL016"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":42,""display_text"":""Pen"",""expected_answer"":""P"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":false,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""pen"",""display_grapheme"":""Pp"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""puh"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":0,""mastery_candidate"":false,""inactive_reason"":""ASR-hard isolated letter; P/D/B/Z are easily confused or rejected by current ASR."",""asr_hard_letter"":true,""use_for_live_scoring"":false,""recommended_use"":""Keep inactive until ASR model improves or letter-specific fallback scorer exists."",""canonical_target"":""P"",""target_letter"":""P"",""target_word"":""pen"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""P"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,P,P,,,P,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,False,False,1,letter_sound:P,inactive_asr_hard_letter,,,,,,,,,,,
M1-SL017,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Quack,Q,Q|q,easy,1.0,True,False,"K W","K W",,,C,letter_sound,initial_consonant,"{""id"":""M1-SL017"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":43,""display_text"":""Quack"",""expected_answer"":""Q"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""quack"",""display_grapheme"":""Qq"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""kw"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""Q"",""target_letter"":""Q"",""target_word"":""quack"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""Q"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,2,1,False,,letter_sound,initial,"K W",Q,,,Q,,False,0.18,easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:Q,ok,,,,,,,,,,,
M1-SL018,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Rug,R,R|r,easy,1.0,True,False,R,R,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL018"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":44,""display_text"":""Rug"",""expected_answer"":""R"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""rug"",""display_grapheme"":""Rr"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""rrr"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""R"",""target_letter"":""R"",""target_word"":""rug"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""R"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,R,R,,,R,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:R,ok,,,,,,,,,,,
M1-SL019,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Sun,S,S|s,easy,1.0,True,False,S,S,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL019"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":45,""display_text"":""Sun"",""expected_answer"":""S"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""sun"",""display_grapheme"":""Ss"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""sss"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""S"",""target_letter"":""S"",""target_word"":""sun"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""S"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,S,S,,,S,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:S,ok,,,,,,,,,,,
M1-SL020,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Top,T,T|t,easy,1.0,True,False,T,T,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL020"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":46,""display_text"":""Top"",""expected_answer"":""T"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_very_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""top"",""display_grapheme"":""Tt"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""tuh"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""T"",""target_letter"":""T"",""target_word"":""top"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""T"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,T,T,,,T,,False,0.12,very_easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_very_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:T,ok,,,,,,,,,,,
M1-SL021,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Up,U,U|u,easy,1.0,True,False,AH,,AH,,V,letter_sound,vowel_sound,"{""id"":""M1-SL021"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":47,""display_text"":""Up"",""expected_answer"":""U"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""vowel_sound_easy"",""error_focus"":""vowel_sound"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""up"",""display_grapheme"":""Uu"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""short u"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""U"",""target_letter"":""U"",""target_word"":""up"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""U"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,AH,U,,,U,,False,0.18,easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'vowel_sound', 'source_difficulty': 0.25}",vowel_sound_easy,vowel_error,medium,practice,True,True,1,letter_sound:U,ok,,,,,,,,,,,
M1-SL022,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Van,V,V|v,easy,1.0,True,False,V,V,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL022"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":48,""display_text"":""Van"",""expected_answer"":""V"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""van"",""display_grapheme"":""Vv"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""vvv"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""V"",""target_letter"":""V"",""target_word"":""van"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""V"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,V,V,,,V,,False,0.18,easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:V,ok,,,,,,,,,,,
M1-SL023,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Web,W,W|w,easy,1.0,True,False,W,W,,,C,letter_sound,initial_consonant,"{""id"":""M1-SL023"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":49,""display_text"":""Web"",""expected_answer"":""W"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""initial_consonant_easy"",""error_focus"":""initial_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""web"",""display_grapheme"":""Ww"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""wuh"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""W"",""target_letter"":""W"",""target_word"":""web"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""W"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,1,1,False,,letter_sound,initial,W,W,,,W,,False,0.18,easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'initial_consonant', 'source_difficulty': 0.25}",initial_consonant_easy,initial_sound_error,medium,practice,True,True,1,letter_sound:W,ok,,,,,,,,,,,
M1-SL024,module1_letter_sound_activities_adaptive_v2.csv,modules,module_1,module1_letter_sound_activities,highlighted_first_letter,Box,X,X|x,easy,1.0,True,False,"K S","K S",,"K S",C,letter_sound,final_consonant,"{""id"":""M1-SL024"",""module_key"":""module_1"",""activity_type"":""highlighted_first_letter"",""sequence"":50,""display_text"":""Box"",""expected_answer"":""X"",""lesson_step"":""highlighted_first_letter"",""mastery_tracking"":true,""mastery_weight"":1,""adaptive_bucket"":""final_consonant_easy"",""error_focus"":""final_consonant"",""agent_behavior"":{""fast_correct_streak"":""advance_or_skip_redundant_practice"",""repeated_error"":""give_short_coaching_then_remediate"",""slow_progress"":""repeat_with_new_item_same_skill""},""route"":{""next_if_mastered"":null,""remediate_to"":""module_1"",""skip_redundant_after_correct_streak"":3,""repeat_after_same_error_count"":2},""cue_word"":""box"",""display_grapheme"":""Xx"",""letter_case_display"":""upper_lower_pair"",""sound_hint"":""ks"",""fast_paced"":true,""do_not_repeat_until_cooldown"":3,""is_active"":1,""asr_hard_letter"":false,""use_for_live_scoring"":true,""canonical_target"":""X"",""target_letter"":""X"",""target_word"":""box"",""display_format"":""word_first_letter_highlight"",""highlight_target"":true,""highlighted_letter"":""X"",""accepted_answer_shape"":""single_letter""}",word_first_letter_highlight,2,1,False,,letter_sound,initial,"K S",X,,,X,,False,0.18,easy,"{'letter_case_pair': 0.1, 'phoneme_type': 'final_consonant', 'source_difficulty': 0.25}",final_consonant_easy,final_sound_error,medium,practice,True,True,1,letter_sound:X,ok,,,,,,,,,,,
