prompt_id,source_file,source_group,module_key,task_type,activity_type,prompt_text,expected_text,accepted_answers,difficulty,points,is_active,is_mastery_item,expected_phonemes,initial_phoneme,vowel_phonemes,final_phoneme,phoneme_pattern,skill_tag,error_focus,metadata,item_text_type,phoneme_count,syllable_estimate,has_cmudict_match,cmudict_missing_words,skill_group,target_position,target_phoneme,target_grapheme,word_family,rime_unit,onset_unit,enrichment_warnings,needs_manual_review,difficulty_score,difficulty_level,difficulty_factors,adaptive_bucket,recommended_for_error_type,remediation_priority,practice_role,mastery_candidate,review_candidate,min_required_attempts,cooldown_group,enrichment_status,word_count,sentence_length_bucket,fluency_metric_rule,target_read_time_seconds,min_fluent_time_seconds,max_fluent_time_seconds,target_wcpm,min_expected_wcpm,max_expected_wcpm,pace_feedback_rule,pace_mastery_required
CQ-011,comprehension_questions.csv,assessment,,multiple_choice,,What made the Round Table fair?,no high seat,no high seat|there was no high seat|no special high seat,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""no high seat|there was no high seat|no special high seat"", ""choice_a"": ""no high seat"", ""choice_b"": ""golden plates"", ""choice_c"": ""tall doors"", ""choice_d"": ""red flags"", ""correct_answer"": ""no high seat"", ""difficulty"": ""easy"", ""id"": ""CQ-011"", ""is_active"": 1, ""passage_id"": ""PASS-003"", ""points"": 1, ""question_text"": ""What made the Round Table fair?"", ""question_type"": ""multiple_choice"", ""sequence"": 1}",comprehension_question,0,3,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.173,very_easy,"{'word_count': 0.2, 'average_word_length': 0.4166666666666667, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_very_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-012,comprehension_questions.csv,assessment,,multiple_choice,,What did Sir Lancelot bring?,courage,courage|he brought courage,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""courage|he brought courage"", ""choice_a"": ""courage"", ""choice_b"": ""order"", ""choice_c"": ""bread"", ""choice_d"": ""paint"", ""correct_answer"": ""courage"", ""difficulty"": ""easy"", ""id"": ""CQ-012"", ""is_active"": 1, ""passage_id"": ""PASS-003"", ""points"": 1, ""question_text"": ""What did Sir Lancelot bring?"", ""question_type"": ""multiple_choice"", ""sequence"": 2}",comprehension_question,0,3,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.238,easy,"{'word_count': 0.06666666666666667, 'average_word_length': 0.875, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-013,comprehension_questions.csv,assessment,,multiple_choice,,Who remembered promises?,Sir Bedivere,Sir Bedivere|Bedivere,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""Sir Bedivere|Bedivere"", ""choice_a"": ""Sir Kay"", ""choice_b"": ""Sir Lancelot"", ""choice_c"": ""Sir Bedivere"", ""choice_d"": ""Arthur"", ""correct_answer"": ""Sir Bedivere"", ""difficulty"": ""easy"", ""id"": ""CQ-013"", ""is_active"": 1, ""passage_id"": ""PASS-003"", ""points"": 1, ""question_text"": ""Who remembered promises?"", ""question_type"": ""multiple_choice"", ""sequence"": 3}",comprehension_question,0,5,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.214,easy,"{'word_count': 0.13333333333333333, 'average_word_length': 0.6875, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-014,comprehension_questions.csv,assessment,,multiple_choice,,What did the knights share at meetings?,news from villages,news from villages|village news|news,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""news from villages|village news|news"", ""choice_a"": ""news from villages"", ""choice_b"": ""sea shells"", ""choice_c"": ""school songs"", ""choice_d"": ""green apples"", ""correct_answer"": ""news from villages"", ""difficulty"": ""easy"", ""id"": ""CQ-014"", ""is_active"": 1, ""passage_id"": ""PASS-003"", ""points"": 1, ""question_text"": ""What did the knights share at meetings?"", ""question_type"": ""multiple_choice"", ""sequence"": 4}",comprehension_question,0,5,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.223,easy,"{'word_count': 0.2, 'average_word_length': 0.6666666666666666, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-015,comprehension_questions.csv,assessment,,multiple_choice,,What mattered more than boasting or armor?,service,service|helping others|service mattered more,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""service|helping others|service mattered more"", ""choice_a"": ""service"", ""choice_b"": ""sleep"", ""choice_c"": ""silver"", ""choice_d"": ""candles"", ""correct_answer"": ""service"", ""difficulty"": ""easy"", ""id"": ""CQ-015"", ""is_active"": 1, ""passage_id"": ""PASS-003"", ""points"": 1, ""question_text"": ""What mattered more than boasting or armor?"", ""question_type"": ""multiple_choice"", ""sequence"": 5}",comprehension_question,0,3,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.238,easy,"{'word_count': 0.06666666666666667, 'average_word_length': 0.875, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-016,comprehension_questions.csv,assessment,,multiple_choice,,What did the baker lose?,coins,coins|lost coins|the coins,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""coins|lost coins|the coins"", ""choice_a"": ""coins"", ""choice_b"": ""keys"", ""choice_c"": ""bread"", ""choice_d"": ""shoes"", ""correct_answer"": ""coins"", ""difficulty"": ""easy"", ""id"": ""CQ-016"", ""is_active"": 1, ""passage_id"": ""PASS-004"", ""points"": 1, ""question_text"": ""What did the baker lose?"", ""question_type"": ""multiple_choice"", ""sequence"": 1}",comprehension_question,0,1,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.188,very_easy,"{'word_count': 0.06666666666666667, 'average_word_length': 0.625, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_very_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-017,comprehension_questions.csv,assessment,,multiple_choice,,Where did Robin find the pouch?,hollow log,hollow log|in a hollow log|the hollow log,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""hollow log|in a hollow log|the hollow log"", ""choice_a"": ""hollow log"", ""choice_b"": ""deep well"", ""choice_c"": ""green tent"", ""choice_d"": ""stone wall"", ""correct_answer"": ""hollow log"", ""difficulty"": ""easy"", ""id"": ""CQ-017"", ""is_active"": 1, ""passage_id"": ""PASS-004"", ""points"": 1, ""question_text"": ""Where did Robin find the pouch?"", ""question_type"": ""multiple_choice"", ""sequence"": 2}",comprehension_question,0,3,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.189,very_easy,"{'word_count': 0.13333333333333333, 'average_word_length': 0.5625, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_very_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-018,comprehension_questions.csv,assessment,,multiple_choice,,What did Robin do with the coins?,returned every coin,returned every coin|gave back every coin|returned the coins,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""returned every coin|gave back every coin|returned the coins"", ""choice_a"": ""returned every coin"", ""choice_b"": ""hid every coin"", ""choice_c"": ""counted stars"", ""choice_d"": ""sold the pouch"", ""correct_answer"": ""returned every coin"", ""difficulty"": ""easy"", ""id"": ""CQ-018"", ""is_active"": 1, ""passage_id"": ""PASS-004"", ""points"": 1, ""question_text"": ""What did Robin do with the coins?"", ""question_type"": ""multiple_choice"", ""sequence"": 3}",comprehension_question,0,7,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.232,easy,"{'word_count': 0.2, 'average_word_length': 0.7083333333333334, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-019,comprehension_questions.csv,assessment,,multiple_choice,,What did the baker share?,warm rolls,warm rolls|rolls|the rolls,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""warm rolls|rolls|the rolls"", ""choice_a"": ""warm rolls"", ""choice_b"": ""red apples"", ""choice_c"": ""blue cloth"", ""choice_d"": ""wooden cups"", ""correct_answer"": ""warm rolls"", ""difficulty"": ""easy"", ""id"": ""CQ-019"", ""is_active"": 1, ""passage_id"": ""PASS-004"", ""points"": 1, ""question_text"": ""What did the baker share?"", ""question_type"": ""multiple_choice"", ""sequence"": 4}",comprehension_question,0,2,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.189,very_easy,"{'word_count': 0.13333333333333333, 'average_word_length': 0.5625, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_very_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-020,comprehension_questions.csv,assessment,,multiple_choice,,What lesson does the village learn?,cleverness should help people,cleverness should help people|cleverness helps people|use cleverness to help,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""cleverness should help people|cleverness helps people|use cleverness to help"", ""choice_a"": ""cleverness should help people"", ""choice_b"": ""coins are heavy"", ""choice_c"": ""forests are quiet"", ""choice_d"": ""logs are always empty"", ""correct_answer"": ""cleverness should help people"", ""difficulty"": ""easy"", ""id"": ""CQ-020"", ""is_active"": 1, ""passage_id"": ""PASS-004"", ""points"": 1, ""question_text"": ""What lesson does the village learn?"", ""question_type"": ""multiple_choice"", ""sequence"": 5}",comprehension_question,0,7,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.266,easy,"{'word_count': 0.26666666666666666, 'average_word_length': 0.8125, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-021,comprehension_questions.csv,assessment,,multiple_choice,,What had the storm broken?,fishers' lantern,fishers' lantern|the fishers' lantern|lantern,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""fishers' lantern|the fishers' lantern|lantern"", ""choice_a"": ""fishers' lantern"", ""choice_b"": ""market gate"", ""choice_c"": ""school window"", ""choice_d"": ""wooden cart"", ""correct_answer"": ""fishers' lantern"", ""difficulty"": ""easy"", ""id"": ""CQ-021"", ""is_active"": 1, ""passage_id"": ""PASS-005"", ""points"": 1, ""question_text"": ""What had the storm broken?"", ""question_type"": ""multiple_choice"", ""sequence"": 1}",comprehension_question,0,4,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.264,easy,"{'word_count': 0.13333333333333333, 'average_word_length': 0.9375, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-022,comprehension_questions.csv,assessment,,multiple_choice,,When did Bea watch the harbor?,dawn,dawn|at dawn,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""dawn|at dawn"", ""choice_a"": ""dawn"", ""choice_b"": ""noon"", ""choice_c"": ""midnight"", ""choice_d"": ""winter"", ""correct_answer"": ""dawn"", ""difficulty"": ""easy"", ""id"": ""CQ-022"", ""is_active"": 1, ""passage_id"": ""PASS-005"", ""points"": 1, ""question_text"": ""When did Bea watch the harbor?"", ""question_type"": ""multiple_choice"", ""sequence"": 2}",comprehension_question,0,1,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.163,very_easy,"{'word_count': 0.06666666666666667, 'average_word_length': 0.5, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_very_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-023,comprehension_questions.csv,assessment,,multiple_choice,,What did Bea raise on the pier?,new light,new light|a new light|the new light,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""new light|a new light|the new light"", ""choice_a"": ""new light"", ""choice_b"": ""red flag"", ""choice_c"": ""small sail"", ""choice_d"": ""wet basket"", ""correct_answer"": ""new light"", ""difficulty"": ""easy"", ""id"": ""CQ-023"", ""is_active"": 1, ""passage_id"": ""PASS-005"", ""points"": 1, ""question_text"": ""What did Bea raise on the pier?"", ""question_type"": ""multiple_choice"", ""sequence"": 3}",comprehension_question,0,2,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.177,very_easy,"{'word_count': 0.13333333333333333, 'average_word_length': 0.5, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_very_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-024,comprehension_questions.csv,assessment,,multiple_choice,,What found the safe path home?,boats,boats|the boats,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""boats|the boats"", ""choice_a"": ""boats"", ""choice_b"": ""horses"", ""choice_c"": ""ducks"", ""choice_d"": ""clouds"", ""correct_answer"": ""boats"", ""difficulty"": ""easy"", ""id"": ""CQ-024"", ""is_active"": 1, ""passage_id"": ""PASS-005"", ""points"": 1, ""question_text"": ""What found the safe path home?"", ""question_type"": ""multiple_choice"", ""sequence"": 4}",comprehension_question,0,1,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.188,very_easy,"{'word_count': 0.06666666666666667, 'average_word_length': 0.625, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_very_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
CQ-025,comprehension_questions.csv,assessment,,multiple_choice,,Why did the elders praise Bea?,brave care,brave care|her brave care|for brave care,easy,1.0,True,,,,,,,,comprehension_inference,"{""accepted_answers"": ""brave care|her brave care|for brave care"", ""choice_a"": ""brave care"", ""choice_b"": ""loud singing"", ""choice_c"": ""fast running"", ""choice_d"": ""bright clothing"", ""correct_answer"": ""brave care"", ""difficulty"": ""easy"", ""id"": ""CQ-025"", ""is_active"": 1, ""passage_id"": ""PASS-005"", ""points"": 1, ""question_text"": ""Why did the elders praise Bea?"", ""question_type"": ""multiple_choice"", ""sequence"": 5}",comprehension_question,0,4,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.189,very_easy,"{'word_count': 0.13333333333333333, 'average_word_length': 0.5625, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_inference_very_easy,comprehension_inference_error,medium,assessment,False,False,1,comprehension_inference:general,needs_review,,,,,,,,,,,
CQ-026,comprehension_questions.csv,assessment,,multiple_choice,,What did Odysseus want for his crew?,reach home safely,reach home safely|to reach home safely|home safely,easy,1.0,True,,,,,,,,comprehension_detail,"{""accepted_answers"": ""reach home safely|to reach home safely|home safely"", ""choice_a"": ""reach home safely"", ""choice_b"": ""find a crown"", ""choice_c"": ""build a tower"", ""choice_d"": ""catch a bird"", ""correct_answer"": ""reach home safely"", ""difficulty"": ""easy"", ""id"": ""CQ-026"", ""is_active"": 1, ""passage_id"": ""PASS-006"", ""points"": 1, ""question_text"": ""What did Odysseus want for his crew?"", ""question_type"": ""multiple_choice"", ""sequence"": 1}",comprehension_question,0,6,False,,comprehension,,,,,,,minimal_phoneme_enrichment,True,0.215,easy,"{'word_count': 0.2, 'average_word_length': 0.625, 'punctuation': 0.0, 'missing_cmudict': 0.0, 'source_difficulty': 0.25}",comprehension_detail_easy,comprehension_detail_error,medium,assessment,False,False,1,comprehension_detail:general,needs_review,,,,,,,,,,,
